공원명,리뷰,사진
망우역사공원,서울 둘레길 트레킹 중 한코스에서 지나게 되는 장소. 그 유명한 망우리 공동묘지 한쪽에 조성되어 있고 카페가 있음. 우리나라 근현대 역사에서 듣던 많은 유명인들 중 망우리에 잠든 분들이 잘 정리된 추모구역이 있음,사진 없음
망우역사공원,역사공원 아래 망우산카페에서 알바를하느라 갔엇는데 공기도좋구 커피와디져트도 넘 맛있네요 운치가 넘조아요,https://lh3.googleusercontent.com/geougc-cs/AMG9lERRvlrL7h4ymgmkMM80Qh7sEvtlBz_rVi9vhtcLqirZKFPR72y0UERwsSpFLlAYki5mVbdx3L-U9Qs_zgDHe0nYg8PcDQ58Kqn5Jnsq1HMDDF75Ft76vKrSORizly_kXYPLQFw=w600-h450-p
망우역사공원,근현대 역사에서 중요인물들의 묘지에서 깊은 감사의 마음을 표현했습니다.,"https://lh3.googleusercontent.com/geougc-cs/AMG9lETwkxhmsbd-SKO4_8WFZJvBp2KCGm2Cwq1YlQuJj5U9ck502aug5yBSlSxhmau8mXl_bhs6p7i6ngy_gplhF3xJwl_clt9ElNdVAC2P5P6c2jGEJnUatfabm1DYBAdvNM2WY84spQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lETDgaklP1uqFdwRdhw-YiSgaNRsRZPgo7fxkSI1bGfq14xx1rJ2qi-P23_hzj55QJD1qClJcNPN0lRdAK7QNZ-W8q6Ll-vfnPu_1eKia4DIIxE7fxWJc5kBjRAb4zNk6m9TLkm0=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lEQJ1tFhHlYj0JNfgvPiN9iBfhkxC-Z46INSj_gbxxUXbmSuKbFB0zc6xWr3SPC9OsGsDhS4QcD-QHLIl1bSAPFDZEZJin1G9LAsbfVUn3zHg7pObWL7gzsm6lCWu8lYoNhpRCJb=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESh6yiZOcFN6vPyhr1DB4GI_xnQfXs9eGJzvJs8sKxKQFubd3yEzyC_fMvAB3toihGQK2sr_eSiO1ZKHdu_xhE_2WwtyEHku4VSTZdPWeySJPZONuc092Cs3qTkcAFaYytfgWRK=w300-h225-p"
망우역사공원,"공원은 쾌적하고 산책하기 좋아요,
카페는 맛도 가격도 흡족,","https://lh3.googleusercontent.com/geougc-cs/AMG9lETNtn5f4Q74gJXW1HOxiXlk82ilnu_vLkkv9n__CozdL1y2PF6m3Q06Q6W1XirTxFfQWf7Ai_nS3lOR0OxEFgTsQP19ZmfomzFU8useuonvEZ-pzNMsUMuWKq7Frnh-wPt4SClp=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lEQDY_ruGo7DZwlPI84QdmVEbQBFClUB9PRUHBWhKE7cJ-jhhJnUXpo5OstyTbqvUcmFMh8LYmtleroDu3aX78q4UN525QT-lZqShbdm5XkKiPhAx5S5GySIdGFpAnxTbQ5MjpDjRQ=w300-h450-p"
망우역사공원,"뼈아픈 근대사가 잠들어 있는 공원, 지금은 산책하기 좋은 공원으로...","https://lh3.googleusercontent.com/geougc-cs/AMG9lEQgHR-K9M42Q3jqUP59ih27K_-WWA942PvqRthLcrMEpcx5DIA3COs7E_0RsH_vNNR7ZFX-0JXF5eFLgLup2SAEIj1NDuWgQ6QMgfduGUyskdgZPj9xKSOxcU3Q-osRCW3QyBLj=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESGqnA4eVvq3Y2k0cqHV2iikNsvxaAY3-pYBn99yFKJurH51wyfZjIA1D8POhZq2e5N0VsC8p0gDfmw-VQlWphniAwIxVSTPxOS6uATEwmZVtGmPTELI9icT1RcfasZzIrEGK1PDg=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lERVClYLScSjNzA5aJW86LYtzOP6xWiksFp_LaldDkTInasmgSONGjWkHOOzKth_jPnOabvmzmNT3H8CSLtowa43ftGaUzWe2PjsCTkf6qLUr-JokWacVD76nCb79zeeaEWGnW29=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lER-gHnPE6GZWVBbcuXACoF5T1hFH915mnQmeetRnrPZv-twhdvKBs4dagLIIwDLajIABDPGwUZ13RmIobHZLTxVMbVVwghgk44CBAHGdW657C_ebBtByMbNDbw9GVB_4HrBWzDQ=w300-h225-p"
망우역사공원,조용하고 산책하기 좋아요,"https://lh3.googleusercontent.com/geougc-cs/AMG9lETxvIudkwMXULGodP5FzvPeBXQEnFCJSBRMtQ4NhieHs0H3afx2ID3x3Y8DEeZyTtYLURvA6Eg3tCuFGZRqcBWBzktmjnXCNtxHnAlD967_WypeHoIY5effuZgLaFvphgSJZLynFA=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESjMaZKO1cKnfjMf6m6dunUOQps2tG61yjTGNoDUQsDKe9cPEVavSvuam307Sp_0yRm4CFs1BRs1GwXKbJRvJYsBAwurknkIaU53szni5F80wYebw57EvqvJOQi7pgIt2M4Hvli=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESAS3d6JFX6yLJuWkPP8QLR2WcYFUak7_ViLmbKqTMSsciwqd37vJ18lHHOnW32NOQxTz25uS1juKPSEaHjpamRB2s1eRPqW3my648r2I-O6jvMf0HHZMnS4bdUdcIS-bvKysPbvw=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lEQCob-LxllmQ_svXJGuQD-eFQ2Bq5fHw2YKoXatllw7M84i7QWQ3ENPoqUZfLeXf8o1Uk5EpYSK2YVXaepKrhXFCPlEL3Ai9rD39UiHi8UPXSxbTrhTUlh0SlNkeWpxR2s_OJat=w300-h225-p"
망우역사공원,2024년 11월 15일에 방문했습니다. 참 좋았습니다.,"https://lh3.googleusercontent.com/geougc-cs/AMG9lERFhVXn74I93G5poLViI8lvKLbqjCvoaE0m0-5l9MaZFKJATAzeQF8JJyOnvldPZ4MCYFfvYgyJArbPsCoe4_Yzya7L-NRPa_eP-3rDrZGUvnz3AMsE_BvG_ILi5uv3CiCXpI3PyA=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESGpqDgtVBq6PhAUcK1eoa8lvM-chNmq8uSQYAp1RFP53XvCQ_CTo28kgyigNVgW8bQgG50zrE_Z-31ThLRCip2i_XHuqMaEX1hBR_A_9cB_worzmGn-c3-piLUaAOEAUQtJdEq=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lETbuJosPKFkBUK_jfMVYdzuo0OfmO_3KP5mQsF8esXvLFEcHYzPL42n4NTEW5yQ1TCsEFmMbddMKo1WmWPLmpU9BhSIuPEJOXdQcTqf2hbHoBbLQ2ZE-Yf_WY7fGq6lQ_smd6a-QQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lEStH2qbfHzlxVoU00UH_QnQQj3QHxoDOcM_fwM1C6IEb-78fJCb4I5-zy6e7Sf_lkZjQziQmCCbTXsYQCW35cpte-z7Cwmi0I_Dd598oN-VvO2FkrcuB79CTF0oFoeDPI48cit5TA=w300-h225-p"
망우역사공원,"역사를 잊은 민족은 미래가 없다.
꼭 한번은 가 보시길.","https://lh3.googleusercontent.com/geougc-cs/AMG9lEQ8hO8VF8U1DL3vVXoLYyqQQOvMsQebVKoRAmIQZL7UIAuC1cki4guVLPIdgOwqQ9i3dQ7idIRgjfyrBdnryclpYkUL0YdMIaXvOr0kGSEPJhTuscrZx0Rp3sNr1hl6dazFM46p=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lERV7wmzVKjV3vYptGWTp5u8w4FcmLC6yeWG0jMbZ6sgCXX5R1cBT505gF_fTQTowOpvEMTqnD904uUc8s2VCT2hMq3bNfzgniZwlgQSF4PpogF8RSuMC1UImIjxAzGJ7dQjozT7=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lEQ4t5ghXla5U0mFvVkqMmK0sh3zfeonv_AQdzPar9_vkQNkoGGYh9XVDCWT_g09GHcGGEJXkm1R12gTs-pfssRHiVgycPNqXBToMUy3qUP99xW8nWBdAbtfox439h-1KQZrzJV42w=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lES_TZyAEpgBboJfKeJvz0cEGpV94S8f5cN2mNesZrDmOntVMG01O2RDpiN67Ll4wD5pjzxoaS7kYQhIHknr8p5Mf7dT86iq3y2jETVnQwJMitVm-VcI1n7QozMaT4Q5EArsB54=w300-h225-p"
망우역사공원,"망우역사문화공원은 10년 전만 해도 망우리 공동묘지라 불렸던 곳으로, 1930년대 경성의 인구가 급속히 팽창하자 일제가 공동묘지를 조성했다. 1973년 폐장했고, 2004년 망우역사문화공원이란 이름으로 바뀌었다. 유관순 열사 외에도 만해 한용운, 소파 방정환, 화가 이중섭 등 근현대사 인물 50여 분이 잠들어 있는 망우역사문화공원이다…",사진 없음
망우역사공원,"양원역에서 공원 주차장까지 무료셔틀버스를 운행하고 있어서 편하게 잘다녀 왔습니다. 망우역사문화공원 만발한 개나리, 진달래,벚꽃, 흰색제비꽃까지 한곳에서 모두 볼 수 있는 명소입니다. 더하여 많은 명사들의 묘소까지 있어서 더 뜻깊은 곳이기도 합니다. 또한 입구에 있는 까페에서는  중랑구민이면 20%DC도 해준답니다.",사진 없음
망우역사공원,산책하기 좋아요 ^^,https://lh3.googleusercontent.com/geougc-cs/AMG9lESQwUCt6pWkiTP3WpNejj3f0_7tCHRVw8M_XT1LlIYWA77JyFDZ1lDyGA0kc114xp6Gs0fj_KmAXOpH5BGcCF-nHO5oUXHqSdRmc-i4uG-P83b7cTRP4KLh1mttei8i0d_CT2RD5hF0Q6kc=w600-h450-p
망우역사공원,"국민의 세금인 나라돈을 너무 많이 들이는게 문제이긴 하지만
깔끔해서 좋긴합니다","https://lh3.googleusercontent.com/geougc-cs/AMG9lEQUujnE6MKTAO73qKH71QeDulv9-f8eC8550tWS-63CFO-dz0-GtrJsFETvkAJwv-iX45C65OAqb_2-mkxsD_BzaSOtpco3cjY3nwzTFH3lziyWVOzfIWW6MpyRcEpV5A-n8ozG=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lERKq_10DxRzmxog-hmcqN7F-PMppJFh8axUn5S-uozOBqa18mBLASKxGblRKPiNlgwG11CK7mkc8KFKsGd320ZkghA5Xspr6tdEjPay7hoTn-PkJMCy6Nc5ozaoEuF_1wq6WtY=w300-h450-p"
망우역사공원,망우리공원카페. 4월 새로 개장했어요. 멋진 뷰 보며 먹을 수있습니다. 바깥도 좌석 있어요. 커피 3천원대이나 개업 초기라 좀 빨리 나오진 않네요. 베이커리 나쁘지않습니다. 화장실 깨끗합니다. 주차장이 좁습니다. 버스정류장이 언덕 위에 새로 생겨서 운동삼가 걸어가는 거도 나쁘지않습니다. 30분 정도 아차산쪽으로 산책로 걸어가면 서울 동쪽 다보이는 전망대 있습니다,https://lh3.googleusercontent.com/geougc-cs/AMG9lEQzyRDYg0aCrKUqBF-4_8vW-ghZuBf2pEneLR8hsS_0AoWKP9CIapZtD_X9pNi1mHDx6eMKo79Ikmm7UhUMo2avTyT2UrodrDp3gB9botnXFD3pDnbvdxVXNZjxBm3iVcAoM4Y0=w600-h450-p
망우역사공원,"가을을 지나 겨울이 오려합니다. 경치는 끝장이고 너무 좋아요.
공원내 화장실공사는 순차적으로 해주세요. 다 사용을 못하게하면 노상방뇨해야합니까?
행정업무가 엉망이예요.이게 바로 대한민국의   구멍들이고 돈세탁장소죠.",사진 없음
망우역사공원,"좋은 땅에 많은 사람들이 영면에 들어있다.
나는 후손이다.
가끔 간다.…",사진 없음
망우역사공원,"지나간 역사에 산고장
아주좋아요.","https://lh3.googleusercontent.com/geougc-cs/AMG9lETpTHq3lvSasvaKixbcN8wXs-ECeN_n6aYcn7wAVElf90zJaiWcv8Bvx6jgOTH2Q9ESyF5nuRyI9i-C26qm4hqx7dSVj25jjqmYDDmHguZX2iV9Tn5KNfipG7R6zxyNqjHEiZnh=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lETWyh3Cdr2oyVJi_BeQylcIDszCF9ogIPfwCHMX8oZLs-jwTdn_ImoLfy1NEbEpwKynbeJmwRQf5lGTIU8vAGmRyomiIxhHnTLnaZRBJX4PPiWBeoswpah7Qw1m4acjC5dt116dzQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lEQqg_skcuvpg-HUDEsi9mr4Ja1h9_43PbDVPkO1i60UULXCt_SvzZ9qA7paYhqrshpOiD7mirPVAbIm7mPHIrxLNp6sfecJh6m86bMhklVs_tl2owZ-I5AmMZjPnTj5RP-6ohxZ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESPDi5twYsNfJMrdzK3FUtIN71PTL2KnEumjCXqAM6eJZoguFthvXOWsMgHspM-32v3UmuP0iBLTe57aAnq7E5KhNhs0I_wIPDai5ZKCe6eyfiaZ0dgS97xGIZ09ZUrDFg9VqZ-=w300-h225-p"
망우역사공원,주차장 공사중 망우카페도 있음,"https://lh3.googleusercontent.com/geougc-cs/AMG9lEQTa60fKukthLKmv5jF8yq5qbh-u4OA9VeZtD0Zhbpp6r78iOtiO3YAP7qi64haZZ_xw31OsmftO5hXJJ_vCvAw67GKHevm-JNjT7nb04Gw3J7PomLqr3B4iQQCYaXTs_KDHexH=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESbI-AmfG3RO5cxlMRN3geypv-kjXnkROhVLCs9vJVfPOEMRPD2lEopHruXS31x0Q_xzm2KWeL_K76GvPqqL5rg6LF9svnRz0lGk49jg1gSRfxQB5CokR4rUty5mU8XzQ48TvH_ZA=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESmxRdtw3FW2Vee_ArKzi_IaiSuVRGkQ1b9ng1thM8X21b6eWhjB3i_dzcIGqTC56GcQTK33P2kGW4TAI7yNz_vNkDZMtWI7zscZ-yPpawg6BXaznds7OG-pOOYgIf6KpRxA9k=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lETrKfLPTzJ1YhBE9cdTDth6XeyJMp6SXhJoGN1pSwv5CL3tRDZzATKyGFlLyVPVSpYsfdiaKfFWjFVJmDfqU0TV6mIvJX7CDgT4GAwBUr6pB5iDPXNeulLh_6k4FoHkQNVYghgaPg=w300-h225-p"
망우역사공원,공간이 좋고 경치가 좋습니다,"https://lh3.googleusercontent.com/geougc-cs/AMG9lETuGci_PIt_wP1hE3zfw8YHQHJfx83HVAqDwU3-8wc6kQguuATZdu0LnIy_gdRq7thIDShUSao02j4iD4xr3ugTCauFP5pgmtvAf8zpAmoM8nfqlaIJq8zQtXp0pN0cHinbcnw5=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lEQ2VPb3KVJN8Ck8NHlJiyX48xDS4Em_FtiIN2stPsfFt6evfcwfHmb7Oy2ocHQUdKiJtfBRPUwOezfjdoAv2PcYJHd1IwCMEm1NEIrgiC7sGmI78PokgIxYhy0NFkExwuhr_9H3Hw=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESSWTBwmOQQpFpG4S-3bU3g2xqap9eVzZ3Jd_fqo58GGee7VLBc1CcxWXxCHGD30puAM-GMSs1Zp8Vc9H3pzzSehwFiOX5EXN3usFQO9VaX15ztCdF35qEjfSp3bLKXo29Z9Mw=w300-h225-p"
망우역사공원,"10월초순
아침 9시의 햇살.","https://lh3.googleusercontent.com/geougc-cs/AMG9lETeUHkyOGPpgCO9MwBViDw_H7TkZbFNV7FJ4SNylh3lIoklPO3AqFIZH_Auz7r-OW_CtA5ldEv5IQK4uLoUW6_GUf2H9AIny2Gxx4-InqpWIozhzAhybYqbJ4dc4xVP4h0PkQTQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lERZcNCRTb9NQ7UhKcOvT6vpfp31xKBO4uy28T-rsrMWUPW1a5Wkuy_bbyVH2fI7Ni4i1NWA9QaymQwLZMCN5LThMzIDLqWj5XUGGd7p7yCx5PwgwK4sHngLaYUiaYu-hB_rrmZh=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lET0vd0eCST7fxQGA6p2bbsJbwpXJSHjFjTqXPIh6NQABWPzJSlutGvMwXL0EOKUg0VM1IO7QnFOycE5YxB4U4IfA2fH1AklZS78mvrRdoB8sNUKx1RH3zFc0PF4Spttob4ixfBN=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lETRr-mIw_87auRGkHinfnOM7KqOmoBpaAYNYtGrvuYBl67kVMKt6iuDDKLYnmRDCbi0KUW81D9Gh8BiZklu84wX9cpNO7nhL2oJyDcWvEGtsTZ0cncA9c_NXNvv0ubwh3BFSWxTAw=w300-h225-p"
망우역사공원,오랫만에 갔더니 22년4월1일 개관한 망우공원공간이 잘 되어있었다 두시간동안 걸은 망우둘레길 정말 좋았다,사진 없음
망우역사공원,그냥 산책하고 주변을 볼때는 좋은 곳입니다ᆢ 하지만 공원 내 행사 장소는 300석 정도 규모의 크기라 지역 행사 규모에 따라 관람이 불편하기도 합니다,사진 없음
망우역사공원,"또다시 가고싶은 곳 이네요
힘들게 걷고 목말라 들렸는데 시원하게 탁트인
전망과 분위기 참 좋아요",사진 없음
망우역사공원,공원내카페가있는데중랑구청에서운영구민은10%Dc주민증제시이용하는이가만아주차장넖히고카페도확장해찿는이가불편하지안았으면해요,https://lh3.googleusercontent.com/geougc-cs/AMG9lEQE7R3FwWsyKgfXi80EbMmKHGUEIumRpiPnSaqjZ1WZktyaKaBIWpE4mS2XfRwv63bYv-nz-lQOYmafA-KOxWcgnmBQ3QO45vowu8F2BzfOOdUIBjcgV4WAUeaIkILZ9ltBpqff=w600-h450-p
망우역사공원,산책하고 차 한잔 하기 좋아요,https://lh3.googleusercontent.com/geougc-cs/AMG9lES8aOOIBpicw-LGbsw_DZ4SRfLR6mePkUUu0CJr5xyxisIHVHyABL5XMRWsu91V_GlAI2j-AE6BEWwKChMBkORrYiRGbmA0oFr1mxY6a5wZsjP9jSBujZdGhUyLMEMH3LRuY61ELg=w600-h450-p
망우역사공원,구리시 서울시 다 보여요~^,"https://lh3.googleusercontent.com/geougc-cs/AMG9lEShs8cRUXvbdY8Et3s_YqcWVu4ziG8iLXJ4OjADG3I2eY5Ef5ox7j1YJkm7EYzVw4iJ_XDupz7y1sY_NjHSdhmkt7xaOhF4Ey5qGg1wbpGHYPuS4YxdvFZU0cdFt8o19hsY2-jT=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lETtKlJgGJLHN4O2DebrE5hT7w2vpSSvSZ3t-mlkwgagDXKAEH8_Ir2pM6bDCvXuF2BVJVilH4XKM1f3MKLUZxQM7vd85XpQpkvP1Wfu-Iu-u6mMsnYQFC0SaPuvW1sDPG60eQuLMg=w300-h450-p"
망우역사공원,"동내가 한 눈에 보여요
산책하기 좋아요",사진 없음
망우역사공원,공사 좀 그만합시다. 몇년째 한겨울 제외하고는 산이 조용하질 않아요,사진 없음
망우역사공원,전시·교육·홍보의 중랑망우공간이 2022년 4월 1일 개관하여 서울의 대표 역사문화공원으로 새로운 출발함,사진 없음
망우역사공원,"역사공원 커피숍...커피가 3,000원, 라떼가 4,000원 정도...
작년에 개장해서, 새것임...",사진 없음
망우역사공원,힘들지 않은 완만한 산책길. 무덤이 많아 다소 으스스한 걸 빼면 산책로로 좋은 곳입니다.,사진 없음
망우역사공원,망우리순환로에망우전망대새로설치서울구경편하게바라봐요방문해보세요,사진 없음
망우역사공원,"커피값  비싸요
구민 20퍼  할인해주지만요",사진 없음
망우역사공원,쉬기 좋네요,"https://lh3.googleusercontent.com/geougc-cs/AMG9lEQ0Xr3t_KEC0CXRkP8Q9OyCTQm4gsy5FXy75JtY9ZCA7VesD4QyMK0XWbbJOb9inzEfgFV4MlZgY2uB4dIXBnnOYD1_V_spgWklVkQLXY0z61vG4ZPFvTV9whaDkC3qh1IpEoeJ=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lEQ-tKVxC7_uB5xc6y2aYyvR5xMz3_wNaPVPEJSdkAZPMA547XeoGvipKohXsd1dv-FP-fAe85v2FXKSt1VHAEcIlsQdKax8GHuj8hhYuIYSVIHs9mI00XfsEswaOzzCFmW4XC5Qwg=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lETCHdpnLybXgLaAanxuTdACyOvbEcxdqhO3CmCsqZjZkCz7a0yMnEdtGT42XgZnllS6KOGS-6DXoHz8ZNkgXZM3W66r4ANX9KhdG5t2tNo39-MBlZE1N1m5J3RfdliFwd7fPVsh=w300-h225-p"
망우역사공원,"산책코스로 좋아요.
중랑구에서 돈들여서 환경이 계속 좋아짐",사진 없음
망우역사공원,공동묘지인지 모르고 왜케 무덤이 많나 했음...간단하게 산책하기 좋음,사진 없음
망우역사공원,둘러길 산책하고 휴식공간으로 아주좋아요.,사진 없음
망우역사공원,무조건 강추..가조사길,"https://lh3.googleusercontent.com/geougc-cs/AMG9lEQO5-ALUS5OkyrmdPzM8evkg_MWsRQNejrQX4NpO2UFEcRaep9jRUpDJFrU495-rfXt-8obwrqBNmQqN2GaXizdTLGnc8RXFYnCUiXPXNq_bgH6rudroZmHkNl1uQXwQiqM1Gbe=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESGVYdcTjS6VgMC3aIprL3QpXuvp72DFozdipxyG1tp2TaaWCBEyC8ZEyVSEhkezWA5bWsR5WfjNvEttHcz4l4CxN8kb1YOiCcvxvOLUvS4gb0zUmnfrFdV7b9E0FcNjAj_f9_nDA=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lESgVgeOX643E9JC2pBdRdmyUUEr_Eke-NbTM30zhncMNXdcO4BcbycnHreCaxWsFH8BNhnh2f4W4DdI-toYLvatS4GGO9aEEZbNx753kndjPLVZ_Yv6bNnTfc2LvENFPRY8vVHQ=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lERwM5UTiso2A6kSe6a-ntAWB-mcsGpJZ0i9V8ptE50gUUVC9f3rmLjDKniSbCPA-SEL2osEjePwuN1U47WpLidzGee4S-i2JxTSPVOs6abqOD0fIcAMRjT2Te7E2b2Ne3vZ1WKW-w=w300-h225-p"
망우역사공원,망우리 공동묘지...특이하네요 음기도 강한듯하고,사진 없음
망우역사공원,"운동도 하고 자연도 보고, 거기에 역사도 있는 곳",사진 없음
망우역사공원,역사적인 장소를 알리기위해 역사문화공원이 있다,사진 없음
망우역사공원,오르막길이 조금 오래 이어지나 계단이아니라 데크길이라 무리없음.,사진 없음
망우역사공원,"등산로 자락에 멋지고 운치있고
의미있어 좋읍니다",사진 없음
망우역사공원,"너무너무 분위기좋고
잠깐이나마 힐링 되었습니다 ^^
중랑구 화이팅 ^^❤",사진 없음
망우역사공원,반드시 방문하고 순국선열 및 위인 묘소를 방문해보세요,사진 없음
망우역사공원,가족이 산책하면 행복한곳,사진 없음
망우역사공원,잠시  쉬면서  순국선열을 기릴수 있는 공간 입니다,사진 없음
망우역사공원,"공원묘지로의 변신이 친근감으로
닥아옴.",사진 없음
망우역사공원,둘레길 한바퀴 도는데 힘들었지만 좋았습니다.,사진 없음
망우역사공원,새단장 했어요.,https://lh3.googleusercontent.com/geougc-cs/AMG9lESrEXA35iw6kZ3VUA0VekGe2XsWIquPaAgYN0w95HLk968uOpynoK9FgMrbK8uV_JnS11xionoeMCxpd-4fQWrTZUvFfub_BXYHU5AO95AYap_tYdsiReJKWxCJPEGiEvKmARJUAg=w600-h450-p
망우역사공원,간단하게 둘레길 거닐만 합이다.,사진 없음
망우역사공원,넘조아써요또우리나라독립의사님존경을합니다,사진 없음
망우역사공원,예전과 달리 잘 가꾸어진 숲길 산책로,사진 없음
망우역사공원,꼭 필요한 곳,"https://lh3.googleusercontent.com/geougc-cs/AMG9lEQx_gqxmhOrFQN4vwHlpuRh_MRjcTVj-BNw5r7WYXzakmxRV9bDJY4CKbmyN2DYXTpBWEW5pdYpQ1YWqnZ1P8_E-VXdz7682POrL-SqJAaDFOrhGr5-rPJug2ADvLtdbiLGnzM=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lERZnITgxPFYrfjqOqyej3p_GtWwlO1aZIpzcZJVPNBlJg-lyAf8pgdopUSZULo21IPV3Gk6tliqQr1OAAIwmxZ5Iw0wEmxWkvFVguMj-IvONh1y1jGgmwAqSS-nVJQ7uG-cjc-0kg=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lET5nwcnjnfP_JNF3TOWHCJryuNAoQ5C1FCL3So3DDD6-q9fA8L5fI3wtRVtFCj_s9SmizER9fTdjP2J5drodKZKqoAuwgCYjQtywtaYm5CouvTGBpXswSqIfPl5e95fbKC-TWO6=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lER3v1L61a3c79rBrspfpkfZ4ysWK9YdkheVamCYUNRa5GVqCbtoqWgG4ynHzxRL7dJ0W8og1Xj1E8NFARf4W9v0vGrGL1pHLfpiN5WxBkaLP66XhNs1vOWRVZl9Pi8UAdf9MWizyA=w300-h225-p"
망우역사공원,근현대사의 중요한 인물들이 계셨던 장소.,사진 없음
망우역사공원,야외테이블있어 좋아요,사진 없음
망우역사공원,깔끔하고 조용해서 좋네요,사진 없음
망우역사공원,주차 공간이 너무 적어요,사진 없음
망우역사공원,산책하기 좋아요.,사진 없음
망우역사공원,아주 좋아요~~,사진 없음
망우역사공원,최애 산책로입니다,사진 없음
망우역사공원,산책하기 좋아요,사진 없음
망우역사공원,샤책하기 좋은곳,사진 없음
망우역사공원,"주차장협소
무지 불편",사진 없음
망우역사공원,좋은 산책 구간,사진 없음
망우역사공원,좋았어요!,사진 없음
망우역사공원,힐링 하기좋은곳,사진 없음
망우역사공원,아... 내 세금...,사진 없음
망우역사공원,잘조성되었습니다,사진 없음
망우역사공원,유관순,"https://lh3.googleusercontent.com/geougc-cs/AMG9lES9uXhCb7DHx1sH7PpmGWePTx7AGVs4EW7N0CXTER-5FNhk4KT4SiXrfqdM0TJzMiQlEMUoJDzO-6bF_piZJ-LAGBBnrsYbKDV584yb4Y0zyQPafxJ4dLngyeqiDUDAQ1tN3KHU=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lERoVNnU-p-yZGFtqdRBFrlYI5XeqTucQN1a2tr5Fs3mDIe2d5euYmqXzE88WJ3aEph8eFTrY3bzo_667T6P07Uwnz3bXLvmUpv_iEE3jfyKp_jDzQv0wVw9J15HuYcIisfNIJxs=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AMG9lEQgHmdSgMMOw333KqrFU21rkL4w3Xl1OzkM9Lp_FE2tRpZVC-NphI0xleaGC_pSHWHIk1uJOCwudYQJ8c-rgOUzBuhACetqG7RtWF-hOoWvJQIRyWhC3dgJroOalM7vXvZNtqYs=w300-h225-p"
